index,url,valid,domain,title,description,image,published,archive,content,quote,language,keyword
https://pagesix.com/2024/02/29/entertainment/margaret-josephs-kyle-richards-more-housewives-hit-back-at-leah-mcsweeneys-andy-cohen-claims/,https://pagesix.com/2024/02/29/entertainment/margaret-josephs-kyle-richards-more-housewives-hit-back-at-leah-mcsweeneys-andy-cohen-claims/,0,pagesix.com,"Margaret Josephs, Kyle Richards, more ‘Housewives’ hit back at Leah McSweeney’s ‘disgusting’ Andy Cohen claims","“I”ve never seen Andy do drugs, offer drugs or do anything inappropriate ever, ever,” Richards exclusively tells Page Six. “And I’m one of the closer ones to Andy.&#82…",https://pagesix.com/wp-content/uploads/sites/3/2024/02/77429578.jpg?quality=75&strip=all&w=1024,2024-03-01T01:23:27Z,,"Real Housewives heavyweights are hitting back at Leah McSweeneys claims against Bravo honcho Andy Cohen and the franchise at large. 
Page Six spoke exclusively with Margaret Josephs, Kyle Richards, … [+12257 chars]",,en,'Leah McSweeney'
https://theconversation.com/billionaires-are-building-bunkers-and-buying-islands-but-are-they-prepping-for-the-apocalypse-or-pioneering-a-new-feudalism-223987,https://theconversation.com/billionaires-are-building-bunkers-and-buying-islands-but-are-they-prepping-for-the-apocalypse-or-pioneering-a-new-feudalism-223987,0,theconversation.com,Billionaires are building bunkers and buying islands. But are they prepping for the apocalypse – or pioneering a new feudalism?,"When billionaires like Mark Zuckerberg buy vast swathes of land in remote areas, it can look like “prepping” – but they’re really trying to establish medieval-style fiefdoms.",https://images.theconversation.com/files/578839/original/file-20240229-18-7abe2x.jpg?ixlib=rb-1.1.0&rect=0%2C4%2C2948%2C1472&q=45&auto=format&w=1356&h=668&fit=crop,2024-03-01T01:32:48Z,,"In December 2023, WIRED reported that Mark Zuckerberg, the billionaire CEO of Meta and one of the foremost architects of today’s social-media-dominated world, has been buying up large swathes of the … [+11605 chars]",,en,'Mark Zuckerberg'
https://www.eonline.com/news/1396237/see-joe-jonas-and-stormi-bree-fuel-romance-rumors-with-sydney-outing,https://www.eonline.com/news/1396237/see-joe-jonas-and-stormi-bree-fuel-romance-rumors-with-sydney-outing,0,www.eonline.com,See Joe Jonas and Stormi Bree Fuel Romance Rumors With Sydney Outing,"Joe Jonas and Stormi Bree are living the fastlife.
The singer and the former Miss Teen USA were spotted out and about in Sydney on Feb. 27 as the Jonas Brothers prepared to kick off the Australian...","https://akns-images.eonline.com/eol_images/Entire_Site/2024129/rs_1200x1200-240229174329-joe-jonas-stormi-bree-1.jpg?fit=around%7C1080:1080&output-quality=90&crop=1080:1080;center,top",2024-03-01T01:44:55Z,,"Joe Jonas and Stormi Bree are living the fastlife.
The singer and the former Miss Teen USA were spotted out and about in Sydney on Feb. 27 as theJonas Brothers prepared to kick off the Australian le… [+797 chars]",,en,'Joe Jonas'
https://dailycaller.com/2024/02/29/hunter-biden-deposition-transcript-house-oversight-committee-joe-biden-burisma-cefc/,https://dailycaller.com/2024/02/29/hunter-biden-deposition-transcript-house-oversight-committee-joe-biden-burisma-cefc/,0,dailycaller.com,"Hunter Biden Only Remembers One Thing About Meetings He ‘Can’t Recall,’ And It’s That His Dad Wasn’t Involved","Despite saying &quot;he could not recall&quot; at least 29 times throughout his testimony, Hunter Biden told Congress his dad was not involved in any of his business.",https://cdn01.dailycaller.com/wp-content/uploads/2024/02/GettyImages-1915021446-1-scaled-e1709252494328.jpg,2024-03-01T02:57:31Z,,"President Joe Biden’s son, Hunter Biden, noted that he could not recall information about his business dealings at least 29 times during a closed-door deposition with House Republicans Wednesday. Wha… [+6026 chars]",,en,'Hunter Biden'
https://www.marca.com/en/lifestyle/celebrities/2024/03/01/65e14480268e3e07278b459e.html,https://www.marca.com/en/lifestyle/celebrities/2024/03/01/65e14480268e3e07278b459e.html,0,www.marca.com,Tom Brady and Gisele Bündchen's first ever video in TikTok reveals truth pre-divorce,"Tom Brady, former NFL star, divorced Brazilian supermodel, Gisele Bündchen, in October 2022. Since then, Brady has co-parented their three children.

Reports suggest that Gisele be",https://phantom-marca.unidadeditorial.es/d21d9d9c25c5f1d441b64065bc30b8d8/resize/1200/f/webp/assets/multimedia/imagenes/2024/03/01/17092613674686.jpg,2024-03-01T02:59:36Z,,"Tom Brady, former NFL star, divorced Brazilian supermodel, Gisele Bündchen, in October 2022. Since then, Brady has co-parented their three children.
Reports suggest that Gisele began dating Joaquim … [+937 chars]",,en,'Tom Brady'
https://www.startribune.com/takeaways-from-hunter-bidens-combative-deposition-with-republican-lawmakers/600347320/,https://www.startribune.com/takeaways-from-hunter-bidens-combative-deposition-with-republican-lawmakers/600347320/,0,www.startribune.com,Takeaways from Hunter Biden's combative deposition with Republican lawmakers,"The transcript of the congressional deposition of Hunter Biden was released late Thursday, providing a full view of the contentious testimony that took place behind closed doors Wednesday as Republicans aggressively questioned the central figure in their impe…",https://www.startribune.com/static/img/branding/logos/strib-social-card.png?d=1709238507,2024-03-01T03:50:01Z,,"WASHINGTON The transcript of the congressional deposition of Hunter Biden was released late Thursday, providing a full view of the contentious testimony that took place behind closed doors Wednesday … [+7569 chars]",,en,'Devon Archer'
https://abcnews.go.com/Politics/wireStory/takeaways-hunter-bidens-combative-deposition-republican-lawmakers-107704850,https://abcnews.go.com/Politics/wireStory/takeaways-hunter-bidens-combative-deposition-republican-lawmakers-107704850,0,abcnews.go.com,Takeaways from Hunter Biden's combative deposition with Republican lawmakers,The transcript of the congressional deposition of Hunter Biden has been released,https://i.abcnewsfe.com/a/46db671f-4c39-4d18-bfdf-c0ac99412725/wirestory_50acadad1afc1efc1426828edb1b3ad9_16x9.jpg?w=1600,2024-03-01T04:06:29Z,,"WASHINGTON -- The transcript of the congressional deposition of Hunter Biden was released late Thursday, providing a full view of the contentious testimony that took place behind closed doors Wednesd… [+7247 chars]",,en,'Hunter Biden'
https://thefederalist.com/2024/03/01/8-unbelievable-claims-from-hunter-bidens-congressional-deposition/,https://thefederalist.com/2024/03/01/8-unbelievable-claims-from-hunter-bidens-congressional-deposition/,0,thefederalist.com,8 Unbelievable Claims From Hunter Biden’s Congressional Deposition,Hunter Biden opened by claiming lawmakers had 'hunted' him as part of a 'partisan political pursuit' — and it all went downhill from there.,https://thefederalist.com/wp-content/uploads/2024/03/Screenshot-2024-03-01-at-6.37.32 AM.png,2024-03-01T12:41:33Z,http://wayback.archive-it.org/all/20240303102445/https://thefederalist.com/2024/03/01/8-unbelievable-claims-from-hunter-bidens-congressional-deposition/,"You have my answer under oath and under the penalty of perjury, Hunter Biden declared a half-dozen times during closed-door questioning by the joint House Oversight and Judiciary Committees on Wednes… [+11364 chars]",,en,'Devon Archer'
https://dnyuz.com/2024/03/01/dark-secrets-psychological-warfare-and-cocaine/,https://dnyuz.com/2024/03/01/dark-secrets-psychological-warfare-and-cocaine/,0,dnyuz.com,"'Dark Secrets,' 'Psychological Warfare,' and Cocaine... | Housewife speaks about suit against Andy Cohen and BRAVO...","“I thought it was going to be fun,” Leah McSweeney, a former star of Bravo’s “The Real Housewives of New",https://dnyuz.com/wp-content/uploads/2024/03/‘Dark-Secrets-‘Psychological-Warfare-and-Cocaine.jpg,2024-03-01T13:00:02Z,,"‘Dark Secrets,’ ‘Psychological Warfare,’ and Cocaine“I thought it was going to be fun,” Leah McSweeney, a former star of Bravo’s “The Real Housewives of New York City,” said about joining the show’s … [+7576 chars]",,en,'Andy Cohen'
https://www.celebitchy.com/860194/moir_prince_william_is_a_spoilt_man-child_who_behaves_like_a_celebrity_flake/,https://www.celebitchy.com/860194/moir_prince_william_is_a_spoilt_man-child_who_behaves_like_a_celebrity_flake/,0,www.celebitchy.com,Moir: Prince William is a ‘spoilt man-child’ who behaves like a ‘celebrity flake’,"The Daily Mail’s editors have given free rein to their columnists and royal experts to criticize Prince William this week. The only catch is that the Mail columnists have to find a way to couch their criticism with bleating about Prince Andrew and, as always,…",,2024-03-01T13:08:14Z,,The Daily Mails editors have given free rein to their columnists and royal experts to criticize Prince William this week. The only catch is that the Mail columnists have to find a way to couch their … [+14463 chars],,en,'Ayo Edebiri'
